user_pseudo_id,purchase_propensity_score,propensity_decile,propensity_band,label_future_purchase,first_device_category,first_traffic_source,first_traffic_medium,first_country,favorite_view_category,total_sessions,total_events,total_page_views,total_item_views,total_add_to_carts,days_since_last_session
3085497.6982980324,0.06944913683353887,4,Medium,0,desktop,<Other>,organic,United States,(not set),1,2,1,0,0,44
53665321.29504528,0.059600611792029,3,Medium,0,desktop,google,organic,Spain,(not set),1,2,1,0,0,44
75506650.51834579,0.2620431986313584,9,High,0,mobile,(data deleted),(data deleted),China,(not set),1,2,0,0,0,44
7322644.1959902765,0.1336061979236727,7,Medium,0,mobile,shop.googlemerchandisestore.com,referral,Pakistan,(not set),1,2,0,0,0,44
4668984.170433582,0.09817187607017655,6,Medium,0,desktop,<Other>,referral,United States,(not set),1,2,1,0,0,44
4693803.417273418,0.14950519694725262,8,Medium,0,desktop,google,organic,Mexico,(not set),1,2,0,0,0,44
66542673.86317948,0.34771760129744156,10,High,0,desktop,(direct),(none),Poland,(not set),1,2,0,0,0,44
3383082.7926880945,0.24388895206577024,9,High,0,mobile,(data deleted),(data deleted),United States,(not set),1,2,0,0,0,44
34103097.54738488,0.16190943489110063,8,High,0,desktop,shop.googlemerchandisestore.com,referral,United States,(not set),1,2,0,0,0,44
1889753.1763288968,0.08863078995355123,5,Medium,0,desktop,<Other>,<Other>,France,(not set),2,4,1,0,0,44
4650776.806967076,0.07921625567776673,5,Medium,0,desktop,google,organic,United States,(not set),1,2,1,0,0,44
55282146.08493523,0.2518518549046512,9,High,0,mobile,(data deleted),(data deleted),United States,(not set),2,4,2,0,0,44
4893477.385356158,0.07465308022340197,4,Medium,0,mobile,google,organic,Taiwan,(not set),2,4,2,0,0,44
12621690.603146326,0.1603274213049798,8,High,0,desktop,google,organic,United States,(not set),1,2,0,0,0,44
17427786.610288486,0.08577895796827993,5,Medium,0,desktop,<Other>,referral,Netherlands,(not set),1,2,1,0,0,44
2182599.015124843,0.23550865913883792,9,High,0,mobile,(data deleted),(data deleted),United States,(not set),1,2,1,0,0,44
8637505.683796719,0.10889188162276515,6,Medium,0,mobile,shop.googlemerchandisestore.com,referral,Pakistan,(not set),1,2,1,0,0,44
61007636.63533545,0.09763682246150415,6,Medium,0,desktop,shop.googlemerchandisestore.com,referral,United States,(not set),1,2,1,0,0,44
66284442.70585631,0.2620431986313584,9,High,0,mobile,(data deleted),(data deleted),China,(not set),1,2,0,0,0,44
77699572.09071498,0.3108915676285433,9,High,0,desktop,(direct),(none),United States,(not set),1,2,0,0,0,44
83689321.2268665,0.1603274213049798,8,High,0,desktop,google,organic,United States,(not set),1,2,0,0,0,44
71934069.84587635,0.07921625567776673,5,Medium,0,desktop,google,organic,United States,(not set),1,2,1,0,0,44
35658140.469589844,0.13443183585791033,7,Medium,0,mobile,shop.googlemerchandisestore.com,referral,United States,(not set),1,2,0,0,0,44
88893075.1324431,0.11047170846387537,7,Medium,0,desktop,(direct),(none),United States,(not set),1,2,1,0,0,44
6830144.917094736,0.09048352669313556,6,Medium,0,tablet,shop.googlemerchandisestore.com,referral,United States,(not set),1,2,1,0,0,44
40009389.11848221,0.08699697665508861,5,Medium,0,mobile,google,organic,United States,(not set),1,2,0,0,0,44
3832196.112838585,0.0714767926442508,4,Medium,0,mobile,<Other>,referral,United States,(not set),1,2,1,0,0,44
4395788.866797144,0.2640720912444565,9,High,0,mobile,(data deleted),(data deleted),Ireland,(not set),1,2,0,0,0,44
85089264.24880178,0.09951728164974596,6,Medium,0,desktop,(direct),(none),Slovakia,(not set),1,2,1,0,0,44
2011699.9227919609,0.2074409423279313,8,High,0,desktop,<Other>,<Other>,Poland,(not set),1,2,1,0,0,44
99925568.23631184,0.07673767394575667,5,Medium,0,mobile,<Other>,referral,India,(not set),1,2,0,0,0,44
87958570.95507404,0.06771603092552235,4,Medium,0,mobile,(direct),(none),United States,(not set),1,2,1,0,0,44
3567310.2928806725,0.1642722442070988,8,High,0,desktop,<Other>,referral,Lithuania,(not set),1,2,0,0,0,44
11225547.40557544,0.1857590543099817,8,High,0,mobile,(direct),(none),Pakistan,(not set),1,2,0,0,0,44
6021873.6643018015,0.03895195420653566,2,Low,0,tablet,google,cpc,India,(not set),1,2,1,0,0,44
25572532.75225957,0.13522711574120624,7,Medium,0,desktop,<Other>,referral,India,(not set),1,2,0,0,0,44
4760114.00083248,0.08699697665508861,5,Medium,0,mobile,google,organic,United States,(not set),1,2,0,0,0,44
4673336.979888742,0.08040544871928229,5,Medium,0,mobile,shop.googlemerchandisestore.com,referral,India,(not set),1,2,1,0,0,44
8525578.131747166,0.3108915676285433,9,High,0,desktop,(direct),(none),United States,(not set),1,2,0,0,0,44
4512766.413345373,0.2761885953656286,9,High,0,mobile,(data deleted),(data deleted),Canada,(not set),1,2,0,0,0,44
90646939.13179325,0.3023663991864691,9,High,0,desktop,(data deleted),(data deleted),India,(not set),1,2,0,0,0,44
5926749.946361345,0.07193852608265718,4,Medium,0,mobile,google,organic,Canada,(not set),1,2,0,0,0,44
9287120.334928628,0.2845304915617128,9,High,0,desktop,(direct),(none),United Kingdom,(not set),1,2,0,0,0,44
40761487.43082461,0.2800192838090863,9,High,0,desktop,(data deleted),(data deleted),United States,(not set),1,2,0,0,0,44
62689155.142635405,0.1857590543099817,8,High,0,mobile,(direct),(none),Pakistan,(not set),1,2,0,0,0,44
3766253.551256128,0.23704551397655124,9,High,0,desktop,(data deleted),(data deleted),United States,(not set),1,2,1,0,0,44
34887867.981541015,0.23704551397655124,9,High,0,desktop,(data deleted),(data deleted),United States,(not set),1,2,1,0,0,44
36451989.99115442,0.2657626228402716,9,High,0,desktop,(data deleted),(data deleted),South Korea,(not set),1,2,1,0,0,44
5001170.848380078,0.1083976250498462,6,Medium,0,mobile,shop.googlemerchandisestore.com,referral,Singapore,(not set),1,2,1,0,0,44
7887088.531435895,0.08699697665508861,5,Medium,0,mobile,google,organic,United States,(not set),1,2,0,0,0,44
8436909.230648285,0.08699697665508861,5,Medium,0,mobile,google,organic,United States,(not set),1,2,0,0,0,44
15931774.413633544,0.08699697665508861,5,Medium,0,mobile,google,organic,United States,(not set),1,2,0,0,0,44
46510402.459207855,0.253531301653456,9,High,0,tablet,(data deleted),(data deleted),United Kingdom,(not set),1,2,0,0,0,44
87343596.46542667,0.12764663421445666,7,Medium,0,desktop,google,cpc,India,(not set),1,2,0,0,0,44
6084005.677031466,0.08884031149821006,5,Medium,0,desktop,(direct),(none),Canada,(not set),1,2,1,0,0,44
80612117.6486109,0.15497969866587777,8,High,0,desktop,<Other>,organic,United States,(not set),1,2,0,0,0,44
52843969.73201354,0.149055768855613,8,Medium,0,desktop,google,organic,Poland,(not set),1,2,0,0,0,44
1019516.6557221268,0.17074765924753812,8,High,0,desktop,<Other>,referral,Canada,(not set),3,7,3,0,0,44
76920896.4940665,0.06293552403965465,3,Medium,0,desktop,google,organic,India,(not set),2,5,1,0,0,44
5130337.633228784,0.062298127902737775,3,Medium,0,mobile,google,organic,United States,(not set),2,5,2,0,0,44
50093921.53163741,0.03428264620313708,1,Low,0,mobile,google,organic,India,(not set),2,5,1,0,0,44
64172361.741462104,0.08159948891010153,5,Medium,0,desktop,<Other>,<Other>,United States,(not set),2,5,1,0,0,44
2922359882.417264,0.08893478902147428,5,Medium,0,desktop,google,organic,Canada,(not set),2,5,2,0,0,44
10476318.089551575,0.15860685152849927,8,High,0,desktop,<Other>,referral,Canada,(not set),2,5,1,0,0,44
44489978.747187406,0.07837465332876602,5,Medium,0,mobile,(direct),(none),Bolivia,(not set),2,5,1,0,0,44
64448425.04706603,0.1868924506593053,8,High,0,desktop,shop.googlemerchandisestore.com,referral,India,(not set),2,5,2,0,0,44
8744570328.495924,0.07983174135677677,5,Medium,0,desktop,<Other>,<Other>,Turkey,(not set),2,5,2,0,0,44
5977093.951857319,0.07204802080950679,4,Medium,0,desktop,<Other>,<Other>,China,(not set),2,5,1,0,0,44
80295104.53288923,0.06293552403965465,3,Medium,0,desktop,google,organic,India,(not set),2,5,1,0,0,44
77861268.95716015,0.07267144343740584,4,Medium,0,desktop,google,organic,United States,(not set),2,5,1,0,0,44
33702783.78074245,0.04500370770854259,2,Low,0,mobile,google,organic,United States,(not set),2,5,1,0,0,44
2528293.102447984,0.08226862251071575,5,Medium,0,desktop,(direct),(none),Chile,(not set),2,5,1,0,0,44
8477714.648895858,0.07385056924387344,4,Medium,0,desktop,google,organic,France,(not set),2,5,1,0,0,44
7273654.695533296,0.047144430001078576,2,Low,0,mobile,<Other>,<Other>,India,(not set),2,5,1,0,0,44
5146098442.125872,0.05758882138852145,3,Medium,0,mobile,<Other>,<Other>,United States,(not set),2,5,1,0,0,44
7296143.978893621,0.08358291926553585,5,Medium,0,desktop,google,organic,Italy,(not set),2,5,1,0,0,44
67992733.61882332,0.08180599617344152,5,Medium,0,desktop,<Other>,<Other>,Canada,(not set),2,5,1,0,0,44
8568472329.563318,0.05308896688978077,3,Medium,0,mobile,<Other>,organic,United States,(not set),2,5,1,0,0,44
57423905.04426232,0.08214908081980593,5,Medium,0,mobile,(direct),(none),United States,(not set),2,5,2,0,0,44
85321426.05619244,0.08507790821400216,5,Medium,0,mobile,(direct),(none),Mexico,(not set),2,5,2,0,0,44
43535782.89025276,0.11075706738912793,7,Medium,0,desktop,<Other>,<Other>,United Arab Emirates,(not set),2,6,1,0,0,44
62329273.75759616,0.021184358548651337,1,Low,0,mobile,google,organic,Spain,(not set),1,3,1,0,0,44
47380449.576380566,0.2836740530888507,9,High,0,mobile,(data deleted),(data deleted),United Kingdom,(not set),1,3,1,0,0,44
6557616.505635663,0.0603986747944802,3,Medium,0,mobile,<Other>,referral,China,(not set),1,3,1,0,0,44
83875115.43230076,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
39730584.614341624,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
51141309.0563479,0.03966657840668534,2,Low,0,desktop,<Other>,<Other>,United Kingdom,(not set),1,3,1,0,0,44
9125219.947306048,0.03315127123269875,1,Low,0,desktop,<Other>,<Other>,India,(not set),1,3,1,0,0,44
7328844.295942263,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
1376380257.1868176,0.1106706653367015,7,Medium,0,desktop,google,cpc,Austria,(not set),1,3,1,0,0,44
61301111.464053966,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
7870668.97008259,0.1064113470414035,6,Medium,0,mobile,shop.googlemerchandisestore.com,referral,United States,(not set),1,3,1,0,0,44
7859304.015688359,0.0397449053926866,2,Low,0,desktop,google,organic,India,(not set),1,3,1,0,0,44
85503521.84335354,0.0441639547279873,2,Low,0,desktop,<Other>,organic,Canada,(not set),1,3,1,0,0,44
6206308.224922552,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
17285167.79292027,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
15095060.126855211,0.05609480775845814,3,Medium,0,desktop,(direct),(none),Turkey,(not set),1,3,1,0,0,44
41772726.60437889,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
7105117979.803488,0.2728294383969069,9,High,0,desktop,(data deleted),(data deleted),United Kingdom,(not set),1,3,1,0,0,44
34483611.48862016,0.04971761009240116,2,Low,0,desktop,<Other>,organic,United States,(not set),1,3,1,0,0,44
4688486.857147137,0.022863630717161847,1,Low,0,mobile,google,organic,Malaysia,(not set),1,3,1,0,0,44
49817487.757768095,0.050651940744584345,3,Medium,0,desktop,google,organic,France,(not set),1,3,1,0,0,44
25795691.698204566,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
53607009.7439878,0.03490562809111901,1,Low,0,desktop,google,cpc,Sweden,(not set),1,3,1,0,0,44
7760773.368330384,0.017545684035831205,1,Low,0,mobile,<Other>,<Other>,United Kingdom,(not set),1,3,1,0,0,44
7985713.488785811,0.04120096332536649,2,Low,0,desktop,<Other>,<Other>,Belgium,(not set),1,3,1,0,0,44
5697509.964265513,0.04754399948211651,2,Low,0,desktop,google,organic,United Kingdom,(not set),1,3,1,0,0,44
6825100.499208803,0.037983749241024704,2,Low,0,desktop,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
1127534.6374272355,0.258503412238797,9,High,0,desktop,(data deleted),(data deleted),United States,(not set),1,3,1,0,0,44
86373485.6991898,0.04999381288008384,2,Low,0,desktop,google,organic,Paraguay,(not set),1,3,1,0,0,44
78195567.13726795,0.07031226658245122,4,Medium,0,mobile,<Other>,referral,United States,(not set),1,3,1,0,0,44
51961711.78181242,0.03966657840668534,2,Low,0,desktop,<Other>,<Other>,United Kingdom,(not set),1,3,1,0,0,44
6608804.045419527,0.1947674833197096,8,High,0,mobile,(data deleted),(data deleted),United States,(not set),1,3,1,1,0,44
82353986.84362884,0.037983749241024704,2,Low,0,desktop,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
84957602.4070235,0.04971761009240116,2,Low,0,desktop,<Other>,organic,United States,(not set),1,3,1,0,0,44
4239458.9831399005,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
59951824.0987502,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
3325931.3401361313,0.037983749241024704,2,Low,0,desktop,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
65232537.65606093,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
83299758.32103111,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
3070813.410076984,0.045680010683892464,2,Low,0,desktop,google,organic,Germany,(not set),1,3,1,0,0,44
23889832.368811175,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
26002726.84534632,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
3728223.2727234326,0.05175467484303676,3,Medium,0,desktop,(direct),(none),China,(not set),1,3,1,0,0,44
4623355.690854245,0.11684812447622583,7,Medium,0,desktop,google,organic,Switzerland,(not set),1,3,0,0,0,44
8276048.075088037,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
13931516.878192192,0.01832999357195938,1,Low,0,mobile,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
24511685.762777455,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
89685475.02954242,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
4396775.52556986,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
40709038.06282952,0.16399031285544963,8,High,0,mobile,<Other>,<Other>,Canada,(not set),2,6,1,1,0,44
89897792.07940218,0.050771226668582345,3,Medium,0,tablet,google,organic,Canada,(not set),1,3,1,0,0,44
5430174.26478658,0.050651940744584345,3,Medium,0,desktop,google,organic,France,(not set),1,3,1,0,0,44
66487602.8142771,0.01832999357195938,1,Low,0,mobile,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
29998279.644007783,0.01832999357195938,1,Low,0,mobile,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
57721179.19974256,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
6962003.76940468,0.27503681304341693,9,High,0,desktop,(data deleted),(data deleted),Taiwan,(not set),1,3,1,0,0,44
9234375.762070682,0.0297628380759464,1,Low,0,desktop,google,cpc,Singapore,(not set),1,3,1,0,0,44
4460214.649518054,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
5595779.9731968045,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
4270883.689176176,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
3799784.5995009895,0.02236666639196724,1,Low,0,mobile,google,organic,Indonesia,(not set),1,3,1,0,0,44
5049026.869441504,0.06859567260133867,4,Medium,0,desktop,<Other>,referral,India,(not set),1,3,1,0,0,44
41647610.0583114,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
76264318.1642864,0.018756984871040824,1,Low,0,mobile,<Other>,<Other>,Japan,(not set),1,3,1,0,0,44
1899446.9762293787,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
63391071.40851785,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
31676315.788989104,0.017760344854264056,1,Low,0,mobile,<Other>,organic,India,(not set),1,3,1,0,0,44
35264989.31597447,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
4748931.907654794,0.1064113470414035,6,Medium,0,mobile,shop.googlemerchandisestore.com,referral,United States,(not set),1,3,1,0,0,44
7983827362.7293215,0.050740890268224384,3,Medium,0,desktop,google,organic,Netherlands,(not set),1,3,1,0,0,44
5189870.547102116,0.054659282858756736,3,Medium,0,desktop,(direct),(none),Israel,(not set),1,3,1,0,0,44
41846517.77091761,0.032684628325759274,1,Low,0,desktop,google,cpc,United States,(not set),1,3,1,0,0,44
52259242.10402659,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
4011454.5438881866,0.020382042724553025,1,Low,0,mobile,<Other>,<Other>,Canada,(not set),1,3,1,0,0,44
4941884.910581541,0.09520537681092199,6,Medium,0,desktop,<Other>,referral,United States,(not set),1,3,1,0,0,44
2283978.2181181205,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
4608480.080238951,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
8951860.574967388,0.01832999357195938,1,Low,0,mobile,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
4346328.474627789,0.02098852804601906,1,Low,0,mobile,<Other>,organic,Japan,(not set),1,3,1,0,0,44
5906601.441547368,0.1064113470414035,6,Medium,0,mobile,shop.googlemerchandisestore.com,referral,United States,(not set),1,3,1,0,0,44
2747912.7613242147,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
89712718.88401113,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
40604610.52564794,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
2475527.3034736915,0.06536842444219294,4,Medium,0,mobile,<Other>,<Other>,Slovakia,(not set),2,6,1,0,0,44
86280973.29186529,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
34967180.098836325,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
57379744.57730358,0.021184358548651337,1,Low,0,mobile,google,organic,Spain,(not set),1,3,1,0,0,44
8050143.985262938,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
4316000.87951002,0.34515913063757486,10,High,0,mobile,shop.googlemerchandisestore.com,referral,United States,(not set),2,6,2,0,0,44
1452335.5083857432,0.0930620026369482,6,Medium,0,desktop,shop.googlemerchandisestore.com,referral,Japan,(not set),1,3,1,0,0,44
7378365.320061847,0.032684628325759274,1,Low,0,desktop,google,cpc,United States,(not set),1,3,1,0,0,44
53234135.903384715,0.037983749241024704,2,Low,0,desktop,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
66928169.08253621,0.1720395222793192,8,High,0,desktop,shop.googlemerchandisestore.com,referral,Taiwan,(not set),2,6,1,0,0,44
40384717.588519536,0.03647822190634617,1,Low,0,mobile,(direct),(none),Turkey,(not set),1,3,1,0,0,44
7797244.017380243,0.09520537681092199,6,Medium,0,desktop,<Other>,referral,United States,(not set),1,3,1,0,0,44
5725020.993672516,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
9184710.528474888,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
26072209.795347262,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
81630822.74757482,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
86042883.27171107,0.07031226658245122,4,Medium,0,mobile,<Other>,referral,United States,(not set),1,3,1,0,0,44
738084074.3707198,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
6830458.6749395,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
4230803.597126207,0.014869951996537786,1,Low,0,mobile,google,cpc,United States,(not set),1,3,1,0,0,44
4202872.145117677,0.052782982839773125,3,Medium,0,desktop,(direct),(none),Canada,(not set),1,3,1,0,0,44
5456599.3547143405,0.014869951996537786,1,Low,0,mobile,google,cpc,United States,(not set),1,3,1,0,0,44
8084432.228554014,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
82928949.4939423,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
2461246.0168842254,0.09520537681092199,6,Medium,0,desktop,<Other>,referral,United States,(not set),1,3,1,0,0,44
36166885.83030959,0.0710750595849574,4,Medium,0,desktop,google,organic,Brazil,(not set),2,6,1,0,0,44
24761923.23081188,0.06590938141820296,4,Medium,0,mobile,<Other>,referral,Lebanon,(not set),1,3,1,0,0,44
7426194.218015101,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
8451804.155419784,0.0944346509289634,6,Medium,0,desktop,shop.googlemerchandisestore.com,referral,France,(not set),1,3,1,0,0,44
6882320.798680149,0.05532765144246325,3,Medium,0,desktop,(direct),(none),Peru,(not set),1,3,1,0,0,44
2240713.2478365935,0.050064059485655,2,Medium,0,desktop,(direct),(none),United States,(not set),1,3,1,0,0,44
10994954.676149197,0.037983749241024704,2,Low,0,desktop,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
4272150235.4189234,0.05173939022947491,3,Medium,0,desktop,(direct),(none),Taiwan,(not set),1,3,1,0,0,44
8450496.830484604,0.052782982839773125,3,Medium,0,desktop,(direct),(none),Canada,(not set),1,3,1,0,0,44
72685501.53849846,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
25992288.20979221,0.05687547978768752,3,Medium,0,desktop,google,organic,United States,(not set),1,3,1,0,0,44
2795433.3148186337,0.07851574348425529,5,Medium,0,mobile,<Other>,referral,India,(not set),1,3,0,0,0,44
68907388.28713632,0.03647822190634617,1,Low,0,mobile,(direct),(none),Turkey,(not set),1,3,1,0,0,44
48113056.59707901,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
32226591.70412144,0.020939325529412613,1,Low,0,mobile,<Other>,<Other>,Turkey,(not set),1,3,1,0,0,44
33869428.9499325,0.07189445489901453,4,Medium,0,desktop,google,organic,Mexico,(not set),1,3,1,0,0,44
38416846.254507296,0.034071043622110435,1,Low,0,mobile,google,organic,Lithuania,(not set),1,3,1,0,0,44
1558339.6430680996,0.020780809987955815,1,Low,0,mobile,google,organic,United States,(not set),1,3,1,0,0,44
2670705.6453605555,0.03714474579288658,1,Low,0,desktop,<Other>,<Other>,France,(not set),1,3,1,0,0,44
58218120.25000937,0.04505232213867895,2,Low,0,desktop,<Other>,<Other>,Canada,(not set),1,3,1,0,0,44
8365744.514508759,0.0241298077594133,1,Low,0,tablet,<Other>,<Other>,India,(not set),1,3,1,0,0,44
48716388.732791156,0.03554726971485081,1,Low,0,mobile,(direct),(none),United States,(not set),1,3,1,0,0,44
60418975.46994605,0.10950901874807686,6,Medium,0,mobile,shop.googlemerchandisestore.com,referral,Indonesia,(not set),1,3,1,0,0,44
88901081.01729375,0.033988145899978194,1,Low,0,mobile,(direct),(none),Netherlands,(not set),1,3,1,0,0,44
73952951.1310815,0.020435326248194996,1,Low,0,mobile,<Other>,<Other>,Russia,(not set),1,3,1,0,0,44
8531057.81359707,0.045680010683892464,2,Low,0,desktop,google,organic,Germany,(not set),1,3,1,0,0,44
16492752.620112171,0.28512565087182357,9,High,0,mobile,(data deleted),(data deleted),Spain,(not set),1,3,1,0,0,44
22332854.88958885,0.037983749241024704,2,Low,0,desktop,<Other>,<Other>,United States,(not set),1,3,1,0,0,44
7801321.172071765,0.16914236685146308,8,High,0,desktop,(direct),(none),South Korea,(not set),1,3,1,0,0,44
9273656154.08127,0.04120096332536649,2,Low,0,desktop,<Other>,<Other>,Egypt,(not set),1,3,1,0,0,44
2286308.162543176,0.020637091565331746,1,Low,0,mobile,<Other>,<Other>,Australia,(not set),1,3,1,0,0,44
49304324.89156856,0.020382042724553025,1,Low,0,mobile,<Other>,<Other>,Canada,(not set),1,3,1,0,0,44
7230629.300036864,0.037786882809150206,2,Low,0,desktop,<Other>,<Other>,Albania,(not set),1,3,1,0,0,44
